text	labels	predictions
elchavaloko pinch panamono negro dan asco	NOT	OFF
rt chrisjustjok halloween everyday dyke	OFF	NOT
 saw girl scratch privat today  dont fuck right pussi	OFF	OFF
rt skyerey that make fat bitch sleep night 	OFF	OFF
rt nbcsport yanke p michael pineda eject game substanc found neck  	NOT	NOT
 dont realli anyon talk thing start go  aight hoe ass nigga	OFF	NOT
fuck yellow cloud	OFF	NOT
rt liftingprobz dollar everi time fuck ur bitch 	OFF	OFF
rt stevstiffl doesnt kill make bitch	OFF	NOT
rt anthonybiali well maryland bunch hate redneck anyway	OFF	NOT
rt  omg hahaha best thing watch today milan lucic crybabi bitch goon f f bruin 	OFF	OFF
rt  think zlatan even class way talk trash	NOT	OFF
jgabsss stacey dash   baddest bitch evaaaa	OFF	OFF
thejustinnn toddkincannon  hes pussi	OFF	OFF
lordfernandooo stfu nigguh ive read manga longest know	OFF	NOT
im salti bitch	OFF	OFF
anybodi rememb movi thumbelina didnt notic flamin bird	NOT	NOT
mlk march tryna find man bitch see u	OFF	NOT
pornandroidiphoneipadsexxxx  japanes  pretti young japanes  hot cunt fuck amp c  	OFF	OFF
happi columbus day glad wasnt usin weavetrip rope sail serious thogt shit would wiggergt	OFF	OFF
rt hiphopisdeaddd brother want put asshol persona get femalesthat happen let pussi control 	OFF	OFF
rt basedunicorn fat bitch act like couldnt follow back ive alway want fat bitch follow	OFF	OFF
operationsaf galtsgirl live attest trust muzzi nation million light year	NOT	OFF
  got natur mean face havin mean mug ion even knowin bitch shut fuck 	OFF	OFF
alittlewick that ghetto that sweet movi quot tri	NOT	NOT
taught us man bad bitch want baller starter hoopin hoe wanna guard us	OFF	OFF
bitch run trick pimp bare catch attent	OFF	OFF
ohsobless wale lmao whore life bad day better good day youv ever fuck day bitch haha	OFF	OFF
bust dat bitch face dont want son  icewearvezzo	OFF	OFF
 rt officiallyic guiltypleasur watch nigger fight youtubevineig	OFF	OFF
 realjameswood like call someon nigger theyr black act like nigger	OFF	OFF
anoth high point hungarian call cheat fuck cheat pussi well	OFF	NOT
kenobino ohh mr im tough caus live retard citi think hes cool peopl like shovel snow broke bum	OFF	OFF
mother natur hate yanke basebal	NOT	OFF
 nude trash gotta draw cloth back send em back 	OFF	NOT
real life hoe ig crazi	OFF	OFF
legoheeadd read voic like 	OFF	OFF
rt laleaa wcw babe undrgrundghost amp    love thse sexi bitch bestfriend  	OFF	OFF
shoutout main bitch amp side bitchess 	OFF	NOT
ya girl pussi trash fuck	OFF	OFF
rt asvholejay time hoe   	OFF	NOT
dat bitch thot	OFF	OFF
appar im pathet trash alright 	NOT	NOT
rt wbeezi rundrc simpl dont hoedont worri expos  fight	OFF	NOT
cant fuck bitch cant	OFF	OFF
hoe 	OFF	OFF
 life knock stand fuck say hit like littl 	OFF	NOT
nigga got lean pong know nigga outta hoe	OFF	OFF
whip homemad pickl egg home crippl made  	NOT	NOT
set hoe fire 	OFF	OFF
olevertybstard therealemandm  lay brother im honki	OFF	OFF
kiefferjason bitch realli dont fuck like fuck even talk 	OFF	OFF
rt drettab hate sidelin hoe yall got much courag 	OFF	NOT
rt dipsetkenn rt  rt paperchaysin love money fuc bitch wont stress  keep mouth close cuz 	OFF	NOT
u bad nigga realli play nice get pussi ass gone 	OFF	NOT
rt shreddybradi close slap bitch 	OFF	OFF
filthi cunt danabashcnn pretend obama threaten amnesti vast egregi boehner obamacar tcot	OFF	OFF
ill beat pussi hard	OFF	OFF
agreasymonkey huntermoor faggot	OFF	OFF
rt jaclyndeet well mayb your whore stupid ugli homeless bitch	OFF	OFF
rt saramariewelch cant mean someth someon hittin otha bitch	OFF	NOT
bitch im dead  rt  heaux gon put balloon corner amp take pic talkin bout 	OFF	NOT
rt killallsimp classic style tweet troll dyke tweet list etc crazi mani nigga tweet like 	OFF	NOT
rt notworldstar drop hoe one person yall dont end togeth 	OFF	NOT
rt funkydineva teenag got disrespect son bitch ever commend parent easi job	OFF	NOT
rt derrickjaxn feel like peopl want commit cut hoe relax start complac	OFF	NOT
yo mama bitch rt theacetjshow one sentenc end relationship	OFF	NOT
whos got baddest pussi planet	OFF	OFF
minus retard poor bot	OFF	OFF
rt thetypicalchick alway wear black caus  readi funer bitch	OFF	NOT
keyshawnswag peel peel bring back rewind back im move shaq line ooooow tf said trash	NOT	NOT
wow rt taynic big titti slander  u bitch rt alyricz stop bullshit  	OFF	NOT
rt josephtheflyguy bitch got real life hippo pet 	OFF	OFF
bitch alway trippin	OFF	NOT
 littl bitch rt fuckingcashbro rt thotcho team got blown super bowl	OFF	OFF
jihadi specif ask intern school saudi target realthreat 	NOT	OFF
ciscoallday hoe know  dude hit kim  hoe week	OFF	NOT
 yeah niggah play good lowkey want brazil win	OFF	NOT
rt souljaboy aint got time stupid bitch 	OFF	OFF
rt causewereguy realiz bae hoe 	OFF	NOT
either gun sandwich detail look realli fuzzi right dont trust polic depart mo	NOT	OFF
rt   hate hoe alreadi    shit crack	OFF	OFF
rt  kid say much parent pay everyth rt andreamichel pay everi bill cant complain 	NOT	NOT
rt ijustbechillinn dont bitch get mad stop tri lol	OFF	NOT
rt aiiamericangiri  may yank  amend guard drudg rest internet  wiunion	NOT	NOT
 bad breath aint cute even call bad bitch usual caus shitti  unk aint ever lie	OFF	NOT
rt  buy doubl stuf oreo boyfriend	NOT	NOT
final back behind stick visit bitch vbar stmarksplac eastvillag nyc richmahogani 	OFF	OFF
ashlingwild itsnotadam bore suppos cute faggot sometim	OFF	OFF
efethegoddess shirt trash  im leav room mess 	NOT	NOT
tajacasanova macyengweil your hoe fuck think your pregnant  parti togeth 	OFF	OFF
branninwgl describ new pussi like baltimor love thing bitch	OFF	OFF
mclaffytaffi yanke footbal funniest part latest video sincer pittsburgh	NOT	NOT
lunatictim omg mom christma hadnt hostess year wouldv slit throat	OFF	NOT
 kanni amp vonni tini ass  hate crissi start call us littl bodi bitch hawaii	OFF	NOT
bitch tweet take adderal everyday think hard nah	OFF	NOT
got new bitch got ass lookin ex like yeah know mad	OFF	NOT
betta ask round street bitch bout jay	OFF	OFF
classygirl bruh u pussi talk	OFF	NOT
lolaaisdop lmao fuck snake bitch  em	OFF	OFF
burn bitch 	OFF	OFF
rt laynesmithh your local pc cant love anybodi everybodi turn hoe springbreak	OFF	NOT
 fuck real retard holi fuck read tweet fucktard	OFF	OFF
girl wifey halloween sinc  hoe year	OFF	NOT
expos jihadi kidnap murder handbook plan infiltr british armi polic  via wordpressdotcom	NOT	OFF
guy id definit dress fuck right pussi guy	OFF	OFF
rt sportscent derek jeter get done jj hardi commit error slow grounder  run score yanke take  lead  	NOT	NOT
jemelehil  said ok u let ur man punch u ur pussi long make u cum	OFF	NOT
rt kattwilliam hate ghetto loud rude ugli bitch bitch alreadi ugli  fck gotta loud	OFF	OFF
rt cheyennewright  mean your faggot lol	OFF	OFF
top notch hoe get lesser	OFF	OFF
makesamproud  stfu hoe 	OFF	OFF
rt xanaxdream u know french inhal ur bad bitch	OFF	NOT
mam  doet haar rol net ze ongesteld wat ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit	NOT	NOT
jlogan know best bird move	NOT	NOT
 name someth  cav	NOT	NOT
ladi pop pussi like	OFF	NOT
yall hoe still surfboardn tub nah	OFF	NOT
 birthday  nobodi care bitch	OFF	OFF
 black bitch drive song come  smichellelo	OFF	NOT
charliedaniel come charli govern tri protect desert tortois atleast that barack obama say	NOT	OFF
rt ortizjaylen im loud outgo bitch lol	OFF	NOT
ballin buy ya bitch someth	OFF	OFF
rt teeeerene bitch b tweet everyth see b relav  realli sad 	OFF	NOT
in one see austin river play  bitch ass tonit	OFF	OFF
 nigga want pussi aint give lie  that cool	OFF	NOT
menoindirect bitch stop harass	OFF	OFF
bitch bitch	OFF	OFF
rt missbr shes hurt nigga crush fuck bottl girl hoe	OFF	NOT
gingerdemo shit like eggplant babi black big enough dat da women get dem piec	OFF	NOT
 voiceofdstreetz noll nigga im talm bout tt juic   ion hoe em	OFF	NOT
rt iamjamienicol k michell keyshia cole lol vianawf bitter hurt bitch music horizon	OFF	NOT
oomf got hoe	OFF	NOT
see tron side bitch	OFF	NOT
life aint nothin bitch money	OFF	NOT
rt erdikken fad doc marten enjoy anal sex girbaud poser wigger fake banger accountantsjnco 	OFF	OFF
rt bclaymoor dude girlfriend mom trash wed mope folk rock explainafilmplotbad	OFF	NOT
ima start friend zone hoe 	OFF	NOT
littlenamm nigga  without warm travel like bitch	OFF	NOT
amennn womenlovebrickz girlfriend doesnt like bitch dont talk bitch	OFF	OFF
rt modavi rt want expos bitch 	OFF	OFF
vega bitch 	OFF	OFF
rt ryderletsgetit  say girl got  bodi  younger  gang 	OFF	NOT
jhannahhh oh mean noah zimmerman cute ass  mean talk hoe day everyday  amp girl courtney  sooo	OFF	NOT
 open starburst candi get  yellow  lmao bruh	NOT	NOT
rt  go fight idf progress trash hate much dont gut 	NOT	NOT
rt    dont get start potato head lookin ass 	OFF	NOT
rt bignorton tweet like nigger	OFF	OFF
man arrest  open nip bottl vodka found car 	NOT	NOT
 world dont spank monkey monkey spank us	NOT	OFF
got  rain yesterday includ bird shit gaug	OFF	NOT
kyle im hungri quit talk let go hoe	OFF	NOT
dumbass dr  like dumb bitch	OFF	OFF
music trash	NOT	NOT
egg nog tast like bird doodoo look like	NOT	NOT
edwardscait busi rage bitch care best friend go hell there punch 	OFF	OFF
rt pterosaur nick jona hoe squeez dick nick jona gonna leak nude nick jona less role model	OFF	NOT
shine hoe	OFF	NOT
rt harmonlauren jenna faggot	OFF	OFF
faggot keep post gay ass video cuddl gfs facebook	OFF	OFF
 fuck bitch get money	OFF	OFF
ashton trash make come guy someon like ashton cant trash make mani peopl smile	NOT	NOT
  retard fuck general  hope fall aw csgo scene grow idk	OFF	OFF
pornandroidiphoneipadsexxxx  anal  anal gape tranni play panti nylon part 	OFF	NOT
rt  anxieti cunt	OFF	OFF
mrmooncricket fuckthemallcop atblackfac uncleunco bobbybotsod  yall coon n uncl tom	OFF	OFF
shut yo mesquito lookin ass pope bitch	OFF	OFF
rt  yank walk win 	NOT	NOT
done clown bitch 	OFF	OFF
blue flag brite nd ya bitch blow like play bagpip	OFF	OFF
flip dat pacc said fucc bitch n went	OFF	OFF
xsimoneeeeeeee unpredict excus retard	OFF	OFF
christianbal kiss mose ass fight god otherwis might fuck deadgt retard ass actor faggot	OFF	OFF
joshward thuggeri cheat talk trash whos besid jamei isnt nd middl cheat issu	NOT	OFF
jfromhuntington thatupsdud lti hate interject can yo digit like wigger dat wanna fuck color	OFF	OFF
 wear vineyard vine american flag chubbi im opposit wigga	OFF	NOT
rt reverendgrim god bless delusion bitch still tri keep duck face aliv	OFF	OFF
sneaki hoe 	OFF	NOT
girlfriend im never get close boyfriend friend  caus tell one thing  tell hoe anoth	OFF	NOT
rt bigdaddytis  bald head bitch mad look like dont blame blame parent bmb 	OFF	OFF
 dont tell fuck stop  think protocol put  shot someon whos unarm your retard	OFF	OFF
let jig commenc 	NOT	NOT
rt belindaav  ugh thank bf still talk dumb bitch dont 	OFF	NOT
fresh gym yet im bout eat free bird	NOT	NOT
rt   u look like black persian rug  design bitch coupl nut stain dingi boy	OFF	OFF
brolic bitch  lol 	OFF	OFF
justkarahn yes u hoe	OFF	NOT
 cuz gunna smoke u today u bitch tho	OFF	NOT
fromtheshwa yes get twitter lame negro never learn use internet	OFF	OFF
rt foreigncrazi nosey ass hoe  hate em alway find shit cant find man date em 	OFF	OFF
cooneyman nflcommish right rule nfl strike polici drug josh gordon retard	OFF	OFF
well bitch biolog said 	OFF	NOT
rt aianhangov could never date someon isnt goofi nobodi tryna date bland bore ass bitch	OFF	OFF
retard realli kendrick tri diss rapper dont think cuz name said come	NOT	OFF
rt bryceserna dont pussi grab booti love booti appreci booti	OFF	NOT
   hoe dick  learn best	OFF	OFF
sydneysantana say hoe spark mani blunt sinc left	OFF	NOT
mom call rude ass hoe rude	OFF	NOT
 pussi	OFF	NOT
tf girl still virgin  got  month live bitch better throw ass back	OFF	NOT
francoiskilljoy marshal law whatev coon	NOT	OFF
terrorwatchusa think white tri blackish socal call wigger liber democrat	NOT	NOT
time night dark skin nigga realli turn lightskin nigga swear seen darki tri buy starbuck  ago close	OFF	NOT
rt  rihanna current drop bomb bitch	OFF	NOT
dolphrudag dont kid one queer	OFF	NOT
love bad bitch that fuckin problem forreal real shit cant even help	OFF	OFF
rt robprovinc support kill terrorist yes still mock hypocrit hell yes	OFF	NOT
boat hoe pleas thank  mom	OFF	NOT
doctor sam shes pussi put cotton swab nose start cri  	OFF	NOT
rt yepillpost dollar everi time die flappi bird 	NOT	NOT
cant wait rt strictlykeyz nigga wanna  pop viagra pop young bitch	OFF	NOT
still downtown bitch	OFF	OFF
pappadeaux got best chicken strip swear squeez lemon hoe	OFF	NOT
icyraptur likelook bitch	OFF	OFF
basic gop romney right wing reactionari drudgi teabagg libertaritard hate educ system teacher	NOT	OFF
aint bitch favorit respons long text	OFF	NOT
rt  aint get hoe come back room stay circus circus bruh	OFF	NOT
run nigga dont want nigga need bad bitch that hotter	OFF	NOT
hoe know could dj zetti	OFF	NOT
quilzel that redneck erecycl 	OFF	OFF
rt poohsavag thompsonera cuff crazi boy might ever find anoth especi dirti crew fuck parti hoe 	OFF	OFF
say ratchet pussi juici j cant	OFF	NOT
rt  bitch forget	OFF	NOT
rt terryisbett faggot complain stretch mark nigga shit tast like swirl cinnamon toast crunch 	OFF	OFF
fan guess im minorityrt kfromtheg  ratchet ass trash rt vagitarian your anti christ kfromtheg	OFF	NOT
 rt  hoe dmd sayin never give dreamsfuckin fortun cooki ass hoe fuck 	OFF	OFF
rt itsdesha give head amp kiss yo bitch  ill nigga 	OFF	NOT
day care im take kitti nap hoser	NOT	NOT
niggah wherzdabudd fool	OFF	NOT
rt  slowli move list bs hoe  alreadi know nolan lamar stock rise lol	OFF	NOT
ankl   hood bitch long weav worst thing  weav touch ashi ankl 	OFF	OFF
bet want cooki bergbrain mean like want cracker kinda bitter today arentcha stribpol mngop mnleg	NOT	NOT
hold lebron aint dwade wed got uninvit leav miami that hoe shit see yall quick call  brother	OFF	OFF
 quot weezi vers im diamond rough like babi trash	NOT	OFF
aint kj amp mello rt midcityac whos daddi fuck nicca	OFF	NOT
thatangrynigga probabl took point gibb isnt east coast say hoe	OFF	NOT
rt midniteboss snipe your fuck faggot fuck hope sniper get fuck rape suffer cancer	OFF	OFF
rt taexchana momma dee aint loyal aint pose tell main bitch bout side bitch 	OFF	NOT
welcom famili mia meli new puppi ador cute fluffi mutt mybabi girl 	NOT	NOT
rt thenotoriousd like fuccck man yall bitch wear wig school 	OFF	OFF
pistol bad bitch hustler bad busi	OFF	OFF
 aint got type white bitch thing  dead 	OFF	NOT
 old  lil proton feel  bitch that gon feel  niggah wont kill 	OFF	NOT
nicca hate nicca jeezi  realtalk	OFF	NOT
final got updat pic angel wing color 	NOT	NOT
 fuck loser wetback sorrynotsorri	OFF	OFF
aaryneliza im  n hate elissa fake ass cunt	OFF	OFF
soxdawg rawr rt skinrubberboi sexi french scalli love frenchscal  sexi scalli woof woof	NOT	NOT
veronikahumbert ultraviol video come littl bitch mtvhottest lana del rey  bitchi promo	OFF	NOT
old lassi gregg total bitch man	OFF	OFF
damn lol rt globalgrindnew janay rice speak domest violenc costum mock marriag 	NOT	NOT
bosleyxavi trip acid bitch	OFF	NOT
rt jimnorton sterl cunt point simpli everyon privat tape convers releas shut fuck	OFF	OFF
got bitch dickthey aint yet nigga	OFF	NOT
diamondloudkush fuck wrong bitch nobodi know	OFF	OFF
rt rihanna life bitch that love know	OFF	NOT
rt xtaygottii  taefrmutw xtaygottii iont like yall alway talk even tryna funni thou  bitch 	OFF	NOT
rt traplordgr aint worth pussi smell like reus soap 	OFF	OFF
zebra tight take home bag mom 	NOT	NOT
call chief weak bitch	OFF	NOT
tylercarbon hey ill leav abbey oh get job slope might move back caus id lose lot money buy ticket	NOT	NOT
rt assjpg bigbrotherleak pussi	OFF	OFF
lowworldsfinest  man yall nigga chill man im high af tho  yall nigga aint even tell hoe 	OFF	NOT
rt normsand much prefer classic blue yellow ram uniform anyth weve seen sinc magic year even close 	NOT	NOT
rt bankheist alway anim faggot got shit say lmao love damn cartoon lol fuckin nerd	OFF	OFF
quit blow feed bitch	OFF	OFF
rt azlanthegoat femal alway talk point nail eyebrow okay bitch person still shit though	OFF	NOT
rt holyjacob inbaltimor attract everybi believ niggasbitch regardless realli	OFF	NOT
lilnthebasedgod face ugli amp nude trash	NOT	OFF
rt chiefop badcombin ugli bitch whos loud af	OFF	OFF
michhelleashley dont love hoe	OFF	OFF
rt kingl nigga fuck u bitch ass nigga dat aint sneak dissn u bitch made shit starter rt ceefourdaartist kingl sneak 	OFF	NOT
diishaidiamond lmao yesterday  hoe cute af lol	OFF	NOT
current sit wish bitch 	OFF	OFF
knick game retard right smh	OFF	OFF
yup offici like needi greedi bitch need way	OFF	NOT
run first  hoe come 	OFF	OFF
say wouldnt make bitch call cellular	OFF	NOT
young bitch talk new man allll daya anyon realli intrest shit lol	OFF	NOT
 nigger fighter huh	OFF	OFF
rt iamjazz hoe  	OFF	NOT
 bitch come hope bout slick shit yap  thuggin	OFF	OFF
rt boburnham futur gay cultur consid cool america teen instead wigger straggot	OFF	OFF
 know ya bitch kendricklamar	OFF	OFF
foreign iphon imma call goth hoe 	OFF	NOT
alreadi yellow last  year combin indycar 	OFF	NOT
bore hoe auditorium  hmu 	OFF	NOT
rt currensyspitta never bought bitch	OFF	OFF
peopl ask donat christi mackget real bitch made thousand dollar sexbitch better fuckin	OFF	OFF
nicca get dollar start play role tryna shit yo nicca instead play hoe 	OFF	NOT
rt sarcasmleagu somewher world bitch order rose doesnt look like lone bitch offic	OFF	OFF
tf real twitter niggabitch yall hoe tweekin	OFF	NOT
dey sell liquor drink dis bitch 	OFF	NOT
lie twitter  nigga wouldnt know grade pussi even slap cross face 	OFF	NOT
littl bastard come unto spinelli time littl wigger rap thinh tri say like im gonna die 	OFF	OFF
pau hoe u gon play trade deadlin	OFF	NOT
word lil debbi im bitch	OFF	NOT
nyrkelsmad davidortiz barackobama like da yanke	NOT	OFF
rt bowdownnbitch nine time outta ten bitch use unclean brush ten client cant beat 	OFF	OFF
rt rayiopez your approach high score flappi bird die one pipe away 	NOT	NOT
rt  go back forth girl your bitch let disrespect your bitch lol	OFF	OFF
polit yet milit bird notfeed stencil armi typefac font ateam 	NOT	NOT
everytim clean room mom tell bitch come time lmao dick 	OFF	OFF
hoe aint loyal rotat	OFF	OFF
yeah im bitch guess your still slut	OFF	NOT
niggieesmal got ugli niggah problem lol got pretti niggah problem bad problem 	OFF	NOT
 im suppos eat yo booti bitch  	OFF	OFF
rt basedomg im fukin yo bitch u mad shit	OFF	OFF
 like tattoo head form mullet white trash peopl entertain sometim	OFF	NOT
rt irealfrankocean goe    love   hate   need      	OFF	NOT
yoga around age bitch figur	OFF	NOT
idiotolymp forthemen fuck right pussi	OFF	OFF
rt itsdorri mayb fake bitch pretend real halloween	OFF	NOT
rt souljaboy kmichell crank shitti pussi yuuuuuuuuuaaaaaaa 	OFF	NOT
 waco ghetto hahaha wait til go pick nat austin tomorrow	NOT	NOT
karlamorenoo dont even trip niggah got lol	OFF	NOT
rt crownher take ho bath rt  hes terrifi water tf wash everyday lol	OFF	NOT
ouija movi look like trash	NOT	OFF
liberti justic rt thatangrynigga go get sandwich nigger ill kill	OFF	OFF
 bitch dea ass sleep	OFF	NOT
class ghetto hell	OFF	NOT
girl wear color jean 	NOT	NOT
rt khloekardashian basic bitch want	OFF	NOT
turnup hoe	OFF	OFF
bitch dick bomb	OFF	OFF
rt alienaum chanc acid rapper soccer hackeysack cocki khaki jacket jacker slap happi faggot slapper	OFF	OFF
rt averyrondinelli  go host baddest bitch competit	OFF	OFF
 vivalaquintaa agre eat pussi much  nasti	OFF	NOT
im rick jame bitch show ya titti	OFF	NOT
hate cooki built bitch 	OFF	OFF
rt cappdaprez bust dat pussi wide open	OFF	NOT
wanna find hoe follow chick repli heart eye sex gif	NOT	NOT
 saucygyro coffeemanelliot call kidd pussi someth	OFF	NOT
hello octob irrelev bitch worri novemb come 	OFF	OFF
jokersupd pleas like snob elissa rich bitch suck	OFF	OFF
im young niggah chase in til im driver seat benz	OFF	NOT
rt chilltweetss flappi bird deep hahaha 	NOT	NOT
salsteelo victorleachavez nigga vic act like yellow bone  follow cant answer nigga phone	OFF	NOT
omg  im high bitch  	OFF	NOT
rt  twitter what mean  rt ayw come aliv night time  sleep day hoe night	OFF	NOT
rt alleycelestin  kissin small lip trash  yessssss	NOT	NOT
rt bdarnon bitch play hoe	OFF	OFF
rt elchavaloko untouchablevick staycoolwheel yea cotto frustrat n didnt wanna go onand like bitch left ring 	OFF	NOT
u know pussi good sound like u mix spaghetti u hit lol	OFF	NOT
much fun    hoosier hoosierdaddi	NOT	OFF
rt drugsforsteph wifey materi doesnt come often better recogn rider end hoe	OFF	NOT
  bitch   huh lol	OFF	OFF
 bandana orian call trailer trash wear lil countri getup 	NOT	NOT
rt itssamcollin hate see peopl money spend stupid shit dont need  tvs amp shark tank twat	OFF	OFF
ya bitch choosin 	OFF	OFF
rt  karma fuck good girl bitch end	OFF	NOT
 dont ever expos femal like that childish bitch nigga shiiii	OFF	NOT
cant fuck girl talk pussi social media	OFF	OFF
hotter fast bitch thigh rub togeth run marathon	OFF	NOT
bitch rick justic tank top tho	OFF	NOT
rt obeyjrock true ride die bitch  	OFF	OFF
rt toodopebro nigga tell hoe hes taken  hes real nigga 	OFF	NOT
chaldeancuti realli rileyaintshit killsheredon childishcudl nude trash	NOT	NOT
pear bitch pear	OFF	NOT
 styl gotta get dem tweet nig	OFF	NOT
elchavaloko what differ three nig nog	OFF	NOT
support offic darren wilson ralli st loui  ferguson kkk tcot tpot teabagg teaparti	NOT	NOT
 like come hang us u fug oh side hoe left thnx	OFF	OFF
rt donthypem   favorit yellow album   	NOT	NOT
thequeentommi fuck annoy hoe like omg relationship goal like close leg get dress someth	OFF	OFF
rt skyerey  text someon pussi good amp sorri wrong number quot  	OFF	NOT
nobeeetch iamwebst faggot	OFF	OFF
lawd got mani enemi bitch dont even know 	OFF	OFF
rt  jaheim donel jone lyfe jen ginuwin charli wilson dru hill next jodeci tyres etc  bring type 	NOT	NOT
rt  magnus team leader particular rude unhelp oppos charli blatant lie aw servic 	NOT	OFF
like bitch like bitch	OFF	OFF
get argument someon say nice life amp good luck ohio that fuck bitch leav	OFF	OFF
rt asapcruz omg serious bitch still love sosa	OFF	NOT
heilsidi ass oreo name thad castl	OFF	NOT
rt pablobaaih good pussi pussi make realli think bout make breakfast pussi make think father	OFF	NOT
bitch gon shave wax pussi bless foh	OFF	OFF
ion give fuck ion give fuck ion ion ion give fuck bitch dont give fuck anyth	OFF	OFF
never repli ask call redneck   echoeserr 	NOT	NOT
rt sportscent yanke surviv  scare beat ranger  gardner  hr rbi   teixeira  hr  rbi  r 	NOT	NOT
rt thatindianbruh rise planet ape doin music	NOT	NOT
rt ihavesexalot dont luv deez hoe 	OFF	NOT
rt yofwm  damn babe  sike forev fuck basic bitch  	OFF	OFF
rt baseddizenn line shit god card bitch 	OFF	OFF
rt  bitch beg love amp loyalti theyv never give anyon karma 	OFF	NOT
rt tkosway cum pussi love	OFF	NOT
 fuck twerk bitch cook 	OFF	OFF
 whip mommi belt arrest black woman real nigger yet got want death	OFF	OFF
rt kjthegreat knew bitch colleg sold pussi  favor	OFF	OFF
like bitch bad wit lil attitud	OFF	OFF
rt zekejmil rt bobschieff look forward sit presid obama  anniversari broadcast sunday  	NOT	NOT
rt fart found marehood code hors pussi broni mlp 	OFF	NOT
huffingtonpost littl cunt die care	OFF	OFF
fuck littl bitch land car realli thought wouldnt kill 	OFF	OFF
 pit bull photograph love fairi tale creatur fairi tale creatur	NOT	NOT
rt psqloadupp never met faithful bitch	OFF	NOT
sometim dont wanna fuck bitch head good end fuck	OFF	OFF
tri noncontact hockey dont call anyon els pussi	OFF	NOT
rt liveanduncut say taint dont necessarili mean hoe scandal could number thing	NOT	NOT
rt girlfriendnot reason mermaid period pant perfect hair u get lure men deathalso free 	NOT	NOT
rt dinerolocobo nigga fuck bitch dat ha cat  ima leav yu alon fa trifl	OFF	NOT
 hotniggadarius bitch day time	OFF	NOT
last hour get stomach tattoo felt like go puke god damnit pussi	OFF	NOT
fucc nicca	OFF	NOT
rt diggabitch pussi  call gettin troubl	OFF	OFF
 booksofgodwidom proverb  also laugh calam mock fear cometh	NOT	NOT
rt phunea go candac halloween lmao ugli bitch	OFF	OFF
still dont give fuck bout bitch dude	OFF	NOT
hayfev cunt	OFF	OFF
yobritttani wagon burner jk jk look pretti latino	NOT	NOT
idgaf someon havin curelet bitch burn	OFF	OFF
brackin da biti boolin wit sum bitch straight bleedin	OFF	OFF
jakeysinclair kamenmyp puff pass porn tablet run bitch assless chap swear im cathol	OFF	OFF
 whitethunduh that get yellow flag amaz  hell yeah niggi	OFF	NOT
tri fuck someth today bitch want lie talk bout brother phone lmfao feel play	OFF	NOT
alexbenovich run pussi	OFF	OFF
  bitch like messi bun  	OFF	OFF
  yall bitch pop babi like   lol	OFF	OFF
lmao rt ipostbadtweet lowkey peyton man trash	NOT	NOT
cat bitch niggah	OFF	NOT
shotim mitchvorc chill ur pussi gay af	OFF	NOT
jacob like stfu bitch	OFF	OFF
bitch mad man cheat cheat mad	OFF	OFF
let hoe tear right apart	OFF	OFF
naw hoe freeki girl	OFF	OFF
rt   rt u rememb steve blue clue left us bitch ass nigga joe 	OFF	NOT
 ill beat pussi that hook right  	OFF	OFF
ever piec pussi man mind like money	OFF	NOT
darealalexinla  wasnt train gook boy doe	NOT	OFF
rt drunksixthgrad aint hoe get traphouseee 	OFF	OFF
saramariewelch hahahah hes stupid ass bitch	OFF	OFF
richbummitch say got lil bitch aint get memo	OFF	OFF
expend player put sole object break beverley jaw	NOT	NOT
real nigga speak bitch u better listen	OFF	NOT
wash coon hair	OFF	OFF
 fuck bitch left like 	OFF	OFF
im make tshirt say keha white trash slut wish teenag girl shitti tast music	OFF	NOT
bradleyc skate  trash  skate  goat dlc	NOT	OFF
mrmooncricket oh hell fuck uncl tom bitch rememb yo punk broke ass	OFF	OFF
 tri keep bitch lay  way feel	OFF	OFF
think im addict nake pictur sittin talkin bout bitch almost	OFF	NOT
 dont ask im  feel  caus aint bitch dont got tf  im sad  fuck feel 	OFF	NOT
rt omadoe feel like mean girl realli realli loyal one lemm find bitch hurt feel lol	OFF	OFF
brown schedul first half year liter retard easi	OFF	OFF
fuck yaw sayin bitch hood love 	OFF	OFF
gotta bitch church chicken thigh	OFF	NOT
gungho	NOT	NOT
whoever came  dont ex  sayin mustv hoe	OFF	NOT
 lesbian pussi tast like rainbow 	OFF	NOT
probabl hate even look white im technic poc white hair im doubl cracker	OFF	NOT
boy yo bitch lame  dont nobodi know	OFF	OFF
rt caseofthekink men say  afraid daughter bc  want turn 	OFF	NOT
hand brew ill chug	NOT	NOT
happi  main bitch take easi cig aqfleck rmusshi 	OFF	NOT
funni  see gay men grindr profil bitch tv privaci right	OFF	OFF
matai ngeli alu polosi ho nifo	NOT	NOT
hillari   candid  via worldnetdaili	NOT	NOT
rt showmeatitti lmao bruh rt blazethegreat oooooo let find shoot star could wish bitch would 	OFF	NOT
julia robert your ho  nottinghil	OFF	NOT
rt idntwearcondom rt u lost bitch	OFF	NOT
rickyngan target got high class hoe	OFF	NOT
rt savingtheseho bitch text goodmorn first someth	OFF	NOT
slut ass queen bee bitch	OFF	NOT
wyattnuckel shut niglet	OFF	OFF
whatupag least antvill that cunt	OFF	OFF
teeth like star aww thank yeah yellow far away	NOT	NOT
 da bitch rockin da club wit boy connor	OFF	OFF
everyth trust hoe 	OFF	OFF
