text	labels	predictions
 go back nigeria faggot	OFF	OFF
bonnoxxx haha bitch ima draw webb bullet round yo fuggin forehead beamthat bitch know resid	OFF	OFF
woot rt yanke yanke complet sixth seri sweep season fourth home	NOT	NOT
rt bigshaadswerv yu take money gon throw parti pussi	OFF	NOT
guess whos littl bitch 	OFF	OFF
favorit bitch pic flirt nowaday	OFF	OFF
nigga march look hoe amp im sure	OFF	OFF
amp sister realli go fucken deni yet spray room febreez  like realli bitch go deni	OFF	OFF
rt montrel bitch swear pussi soooo good  nonsens 	OFF	OFF
wyattnuckel grizzboadam shut fuck fag ill beat shit outta	OFF	OFF
rt isoldyodaddrug hate peopl take  like  dont mind background   nah bitch imma mind 	OFF	OFF
garrettwink wow u hoe term women	OFF	NOT
rt dnainfochi new natur area replac indian boundari park former zoo expect attract varieti migratori bird 	NOT	NOT
 frogger best game  cuz suck flappi bird	NOT	OFF
  fuck vers trip bitch stop assum shit	OFF	OFF
rt toddkincannon cri liber bitch cri like daddi left mt slate republican abt take control state 	OFF	OFF
new show announc lutsen mn papa char decemb   	NOT	NOT
grow   nigga hoe doesnt mean doesnt love  	OFF	OFF
rt iamjonahhili open cold beer becom warm finish your bitch	OFF	OFF
rt teddydeljon side hoe alway win	OFF	NOT
rlfclifestyl wtf bitch drive around drunk	OFF	OFF
whatupag weve use word cunt almost  time beauti	OFF	OFF
 back faggot	OFF	OFF
idgaf ya men ya bitch none bitch yall fuck care	OFF	OFF
rt islandboirambo  hoe starleasha heard give uh nigga good ass educ lmao	OFF	OFF
 marcospatula invit fag	OFF	NOT
steveeearley thechaseusa marklabbett cracker big look tv	OFF	NOT
im bout get bitch cell mate	OFF	OFF
ofay got left da oscar better enjoy dat us color folk get dat	OFF	NOT
jawshoeeahhh  lmao your timelin aint spi hoe lol	OFF	NOT
say love bitch much ill kill right front	OFF	OFF
kazatta thesaidabdi dont get twist said aint playin ny state mind bitch around click link	OFF	OFF
get shit bitch fine bear	OFF	OFF
rt dafuckinunicorn swag swag swag bitch moooob	OFF	OFF
wake everi morn wish bitch would	OFF	OFF
yay im redneck piec shit sorrynotsorri	OFF	OFF
curv yo bitch welcom	OFF	OFF
rt cuteoverload babi monkey snow im cri  	NOT	NOT
dont shit talk chip talk dese niggaz jus bitch talk dese niggaz jus chik stalk naw aint got chik 	OFF	OFF
hear mom play flappi bird live room 	NOT	NOT
keno isnt law clam chowder must serv im bread bowl haha	NOT	NOT
rt dailyrapfact yg voic behind   beat hoe	OFF	NOT
ever seen fine eskimo bitchim googl imag look	OFF	OFF
southcarolina full white trash	OFF	OFF
jihadi rehab need account unpleas fact worst behavior attract particip 	NOT	NOT
kathydoerm bitch pleas ill go windsor either way come bring also 	OFF	OFF
rt underchild goe monkey bar meet swinger	NOT	NOT
rebelliousmidi lls omg omg get harrass bbi father smh ig tlk bout hw mch miss bitch pleas	OFF	OFF
truenovacan gonn comment caus closet hoe lol team getchoassoutdatcloset lol	OFF	NOT
renfrotiffani  adawg getcho ghetto booti	OFF	NOT
got  flappi bird say happiest girl earth	NOT	NOT
 go dumb  bitch sad	OFF	OFF
bitchmedia what bitch shout momz cali keep doin u loveit	OFF	OFF
omg fuck bitch basedgod	OFF	OFF
klsouth  evil hate whitey racist think delbert belton deserv  enemiesofdonnaj stephannanson	OFF	OFF
 learn danc nuh cuz u know carniv like pick month old yardi ting lol	NOT	NOT
rt mrbrenbren  bitch crazzzyyyyyy maaannnnn	OFF	OFF
lilmenife  yeah read yo shit fast bitch	OFF	OFF
im tell man rt kfromtheg roethlisberg got record expung becam trash	NOT	OFF
start block dissent coward pussi rtjoederosacomedi patient await drop twitter follow noth yetoh well	OFF	OFF
rt  im pregnant ass bitch  matter fact ima slip step ass bitch	OFF	OFF
freddiegibb lol alway complain cri like jeezi broke caus moan old bitch	OFF	OFF
puig zero line yet hes still go fuck bitch appear	OFF	OFF
like bitch simpl laid back relax mental 	OFF	OFF
rt killallsimp nigga kany took kim k wendi mean yall regular hoe dont deserv  date 	OFF	OFF
struggl colleg work ice jj fish make money trash lol world come	NOT	OFF
rt rubinreport mock michell obama turnipforwhat video turnip third line success presid 	NOT	NOT
rt anabsurdbird cours day nip shit hair amp wear scruffybut favourit stolen hoodi best time bump 	OFF	OFF
principl matter bitch 	OFF	OFF
got get trash make breakfast frau start laundri yall good till get back cracker	NOT	NOT
happi birthday bitch paaullym tow botch ass car love cuz	OFF	OFF
nicca hungri hell	OFF	NOT
rt karlenaskiff could never date someon yellow 	NOT	NOT
seem like cori talk  indianapoli hoe  nbs	OFF	NOT
rt jackwadeshow funni rick scott accus charli crist chang posit everyth rick posit dictat 	NOT	NOT
bitch dont talk yo shit say paper bitch trinna get  straight fag bitch foe dat scari ass hoe	OFF	OFF
  fuck yall doubt im piec white trash say proud	OFF	OFF
intern polic oper disrupt shylock bank trojan  computerworld guardianintern poli 	NOT	NOT
rt  bitch argu  min like know aint gonna argu youbitch	OFF	OFF
 fuck faggot	OFF	OFF
 nice girl bad make get naughti bad yello hoe real nice bodi south chick like em real thick 	OFF	NOT
kiefferjason lmfao im make money yo duck ass bitch dalla tx born rais back shit day nigga	OFF	OFF
fuk wit real nicca	OFF	NOT
cuh  fallseven distonga niniwubbsm finna smash  rugbi 	OFF	NOT
 jennif hudson lose weight anybodi fat ass 	OFF	OFF
time stunt hoe 	OFF	NOT
want squar hoe	OFF	NOT
rt xtruthseekerx notoriousbeep blaxican	OFF	NOT
bloggerbox  jacob joshua pick similar love faggot ruslan well 	OFF	OFF
naw bitch aint meek mill 	OFF	OFF
hoe hilari day 	OFF	NOT
rt drewmk joelypoli victoriafina play yanke right	NOT	NOT
bretvondehl comloweri beat bitch seriouslywhat bitch	OFF	OFF
cold nig	OFF	NOT
rt realsexaddict  amp warm  pussi 	OFF	NOT
rt  gucci conceit bitch might chain bright stevi wonder might see	OFF	OFF
rt yanke rememb paus allstar game honor mariano rivera tbt 	NOT	NOT
rt mikediggem ugli girl fight pretti bitch hand lol	OFF	OFF
lovenati omgwhat retardshould ask weigh thousand pound feather thousand pound steel	OFF	NOT
rt dkiswin gameplan  eat pussi  beat pussi  apolog pussi eat good	OFF	NOT
 stfu prude ass basic ass bitch	OFF	OFF
rt longbongchri  white twitter get argument  wouldv bitch slap 	OFF	OFF
bitch instat 	OFF	OFF
clear state mass ispussi sharedso girl send dat pussi shark	OFF	OFF
 lazi redneck get back work govern stay twitter lie bullshitstockmantheliar	OFF	OFF
  lmao  that right  go drink warm milk go bed	OFF	NOT
first jig night	NOT	NOT
  that happen get pussi pussi twitter seem like clear cut choic hahahaha	OFF	NOT
rt  could pleas refrain dumb bitch	OFF	OFF
rt lifeasbro dont bitch dude  easiest way get bro someth	OFF	OFF
xpriceless naw fuck u bitch go suck cartier	OFF	OFF
rt  rickahyatt  better  b manchurian candid think abt bitch abt polici scream 	OFF	OFF
montearollin kayysavag wasnt serious bitch  bitch nigga name aint fucc witcho ass  make shit 	OFF	OFF
feel sorri nice peopl world theyr actual solut hoe asshol that problem	OFF	OFF
rt katmurda nice  im bitch  hard  explain	OFF	OFF
gundeathjourn ackdoc nra lax gun law ur retard there murder bcuz one defend crook gun	NOT	OFF
alway want bull dog hoe clean fuck pit	OFF	OFF
  well  gt job hoe	OFF	NOT
joshgnf brananv  ironbjk mrjstn oh shut faggot get diseas overus twitter	OFF	OFF
kiefferjason wtf r u talk plano tx r u talk pussi boy	OFF	NOT
vampirrrra viva brazil niggah lol	OFF	OFF
kassigod drink away stress got new hoe us	OFF	NOT
hoe stop shave im run around spray nair yall	OFF	NOT
everi time say dont like someon boxer rapper etc everyon bitch fuck head chang opinion relax	OFF	OFF
 polic tri rodney king  nig	OFF	NOT
rt basedchasen big  trash year lol basketbal confer	NOT	NOT
 shout momma cuz didnt rais hoe 	OFF	NOT
 there differ actual crazi amp aspir  real shit  cant stand fake crazi bitch	OFF	OFF
yanke great joe dimaggio report use beat wife marilyn monro  announc divorc 	NOT	NOT
auburnnn hoe	OFF	NOT
 bitch even worst theyll send guy 	OFF	OFF
idgaf that sound illog twitter bitch	OFF	OFF
tamorit  truth hurt nigguh	OFF	OFF
rt jdydff know bitch call lovin nigga prolli fuckin	OFF	OFF
lookin bitch bet give yo ass bone	OFF	OFF
slightlyadjust rt capotoheaven all nigger wanna fuck tweet drink pineappl soda day	OFF	OFF
im jus trill nicca mane	NOT	NOT
rt sadomisogynist hate mone davi commerci bitch gonna end either dyke loser like everi femal	OFF	OFF
rt lilmenife hoe bae dipssidelin noth 	OFF	NOT
kiefferjason nigga realli dont give fli fuck u wanna talk shit back word scratch stop littl bitch	OFF	OFF
rt dxpperjay asshol know refer girl bitch doesnt make dick bigger right	OFF	OFF
rt  wow stupid nigger lebron realli came	OFF	OFF
rt elchavaloko see moos rockin back n forth corner n empti room faggot hair face sayin  	OFF	OFF
liamgeraldshon arannicolwhufc dsaend ur fuck half breed dog stop act	OFF	OFF
itskingde gorgeouscamri ion gotta bitch ass thang dont like wtf im say unfollow	OFF	OFF
superheroreport im go show bitch done 	OFF	OFF
rt idntwearcondom stop wast text bitch aint tryna fuck u	OFF	OFF
rt damianshugh  damn hate huge 	OFF	OFF
kaaaat make llama bitch	OFF	OFF
rt freemolli  shawti fine breath  da heisman dat hoe 	OFF	NOT
dont call nigguh unless u call nigguh	OFF	OFF
damn liltwist diplo liltunechi amp chrisbrown fire flower ladi amp dick hoe lol 	OFF	OFF
 carminezozzora lol hasnt work well black folk past better bring cracker um	OFF	NOT
 best asian massag brooklyn park slope top rate spa    	NOT	NOT
switcharoo yo hoe	OFF	NOT
 fuck girl  peep chang nigga squar    bitch ass	OFF	OFF
goin thru shit nigga bitch lookin like wanna switch	OFF	OFF
first game first play dat fuck bitch	OFF	OFF
rt connorray fuck bitch cannot keep leg close	OFF	OFF
throw rager sweet  everybodi bring present card crib bitch grandma even bought bday cake ova	OFF	OFF
twincitytyson somehow u didnt alreadi go im nig	OFF	NOT
rt mikediggem badgaltitii see girl wit nigga like bitch bet snatch aint even gone 	OFF	OFF
wash hoe	OFF	NOT
rt xojeanine  dawg  pet peev find cute guy hoe automat lose interest dont 	OFF	NOT
 uhh messi trash  im flatter game scorr	NOT	OFF
know hard find good woman yo hoe ass ungrat cheat good woman cuz faggot shit	OFF	OFF
rt queencnt   nigga goofi act like  aint lyin	OFF	OFF
beattyjustin kyoppcoalit bitch gonna women	OFF	OFF
chanc trash	NOT	OFF
wellheeledk still think pussi haha	OFF	NOT
itsmekylewayn yeaa black bitch actin like good averag nigga like got  credit pussi	OFF	OFF
 derrrrrrr  song actual good compar trash  shes showman omg	NOT	OFF
rt moneychaserr vintagemonro  kim alway nasti pussi hungri bitch  never hungri 	OFF	OFF
birthday today bitch gotta work 	OFF	OFF
lil pussi stomach pouch thingi dont wear tight cloth shit 	OFF	OFF
appar want trade nitro  csgo make colloss faggot	OFF	OFF
said dont like fact smoke cigarett well sorri mrsladybitch dont like fact your hoe	OFF	NOT
anyth go tonight besid bitch	OFF	OFF
troyaikman shut yo hoe ass	OFF	OFF
rt yaboylilb teacher eye paperm bitch eye da paperthrow cash everywher	OFF	OFF
aint killer dont push reveng like sweetest joy next get pussi	OFF	OFF
nicca want war give got wethelastonesleft umightnotgetin beerandtaco 	OFF	NOT
dont hoe 	OFF	NOT
da hoe rt  kno u hear vodka n background 	OFF	NOT
betysweetcock gotta report spam rt  ladi rt head game better pussi	OFF	NOT
wonder twerk die hoe becam world star famous live like wherearetheynow	OFF	NOT
bitch irri irri irriirri irri	OFF	OFF
 hahamonkey feeti like itbut  realfeet magic backit smooth everi nook cranni tight 	NOT	NOT
 peak war w join texa natl guard get outta nam fact bitch 	OFF	OFF
jundish get wasp spray shoot  feet cheaper bear spay mace work good	NOT	NOT
dishansw ok guess aint color dont know da channel	OFF	NOT
 know bro nigga seen  african play guard handl hoe	OFF	OFF
rt laridodi seven gram blunt almost drown pussi swam butt rt tryhardsilva quot weezi vers	OFF	OFF
rt yungsexxistud hoe tweet like put dick throat wont choke ask say song hoe 	OFF	OFF
looser colleg town btown  yes id like visit iu hoosier	NOT	NOT
rt noloveelost bend ha pull ha hair eat pussi lick ass	OFF	OFF
rt motherofbraylon  motherofbraylon alreadi know go fed ah bitch readi walk door 	OFF	OFF
vandal pussyit	OFF	OFF
 g like stop controllin  im like bitch fuck thought  like niggah fuck mean 	OFF	OFF
everi spic cop losangel rape thought rape white woman that halfbre get job pig	OFF	OFF
candielissa twitrlesskb elissareilli  elissa fake cunt	OFF	OFF
 hold fuck bitch	OFF	OFF
rt simplyshaay  dont text that cuz bore bitch yall hoe know	OFF	OFF
hate bitch long hair decid get haircut nothin good ever come	OFF	OFF
lmao rt humonthes harden look like last air bender bitch 	OFF	OFF
rt cjayytaughth eat pussi mad sad stress mad whatev shit lay eat pussi 	OFF	OFF
go fat bitch start talk never stop	OFF	OFF
josesitoriveraa fuck faggot	OFF	OFF
im back bitch  back effect tonit 	OFF	OFF
rt ripvuhsac hate take shit public place bc feel like faggot im place toilet paper toilet seat	OFF	OFF
heeellllooo ayoobreezi bitch keep hit nigga phone hes still entertain 	OFF	OFF
 brick bitch gucci hous	OFF	OFF
rt rwsurfergirl toss em offic throw em trash trashbucketchalleng politician run 	OFF	OFF
kazatta woulda jus told skylar one night hey got flight morninyou wit nah textin brazilian bitch	OFF	OFF
fole vs  san fran eli vs redskin dc	NOT	NOT
ever pop bag chip bitch bust open end face fuckin floor	OFF	OFF
hate im girl citi call call back im plane bitch foh	OFF	OFF
realskipbayless kingjam littl bitch  that	OFF	OFF
im tire bitch think cool ugli your ugli bitch that ugli	OFF	OFF
love bitch talkin singl life best life bitchin complain need boyfriend wtf	OFF	OFF
yas bitch 	OFF	OFF
truesmokeryfb im coolin know ole shit differ day nig	OFF	OFF
need bitch	OFF	OFF
would stunt jamesokeefeiii cross water dress dead man teabagg sheriff friend watch	NOT	OFF
 assum tranni went morn maxima	NOT	OFF
rt  rude talk fat bitch cool talk skinni bitch cus know alot thick hoe 	OFF	OFF
hoe aint loyal nigga aint either	OFF	OFF
realli hope cameron dont get back togeth much better   dont call hoe 	OFF	NOT
perman slit eyebrow tumbl bleacher littl stay er	NOT	NOT
nerv peopl though cant take nobodi serious continu laugh hoe	OFF	NOT
pleas control yo hoe  	OFF	NOT
wish got hoe like jame bond	OFF	NOT
kiefferjason pussi	OFF	NOT
danicrock also need cunt act like shes someth special wasnt unprovok	OFF	OFF
sup bitch	OFF	OFF
watch crow eat sandwich	NOT	NOT
sportsgrind  mock done simul check pick team mani round go	NOT	NOT
rt joebudden hoe gon find way wear spandex 	OFF	NOT
 bitch go  mo 	OFF	OFF
hovaa pet zebra stripey	NOT	NOT
cbsthismorn norahodonnel tx trash know troubl w aca gop gov state like  laralogannew report lie anyway	NOT	OFF
pilot seen eye said aw red told get high bitch im man 	OFF	OFF
girl mind bitch attitud ladi class	OFF	OFF
dont kick fuck night bitch	OFF	OFF
rt  u talkin hoe bout bronemwhi u talkin hoe bout bronem	OFF	NOT
rt  quit hoggin blunt 	OFF	NOT
rt teeaffili im type bitch tell im way know got shower	OFF	OFF
rt walkinghashtag dumbcollegefun mean girl honest bitch truth jacklynannn	OFF	OFF
rt  im never play flappi bird ever fuck game 	OFF	OFF
bitch know bitch bitch	OFF	OFF
rt iamtreyu gotta get rid trash ass alex smith	OFF	OFF
maxwelllarsen mictorr suck dick cunt	OFF	OFF
carol gonna georg lenni bitch	OFF	OFF
rt  fridayfav rt onebillionbuck bitch dress church club gym slay vampir  	OFF	OFF
keyshawnswag bad bitch ugli ass nike	OFF	OFF
rt  good pussi aint changin nothin might bump main hoe side jank mean get fuck 	OFF	OFF
tamelax wannab ghetto white girl deal unaccomplish black man sex	OFF	OFF
ask fuck bitch cant ask father day  hoe outta line	OFF	OFF
rt  see rt adolfhibsta pussi amp person gotta trash nigga stop talk sex	OFF	OFF
capodaasshol yea come back big rod someth hoe	OFF	NOT
supremetaco hearmerawrrr want hoe go urban chat that hoe mia get punch boob	OFF	OFF
rt imamybitch call fat ami twig bitch like dont call behind back	OFF	OFF
iamquinichol  song ion kno refer futur wife bitch	OFF	OFF
ttukingsburi morph charli wei never ceas disturb	NOT	NOT
sleepyyongguk saw ajumma walk begin say wow trash cant even listen  lmaoo	NOT	OFF
rt lilduv bitch pregnant danc heart im instagram im asshol 	OFF	OFF
kayreneaa holi fuck thank hate bitch fuck ex boyfriend back back like damn call peac pipe	OFF	OFF
heilsidi sion faggot meh gank   gank still pretti meh hes tank noth special imo mao 	OFF	OFF
joanriv bitch old ass mushroom ass bitch look like moldi ass toe wobbl raggedi ass vagina face bye	OFF	OFF
dom call bitch boy	OFF	OFF
  hate peopl get bad side caus honest dont like act like bitch	OFF	OFF
money gtgtgtgt best pussi	OFF	NOT
rt  fuck islam state kill 	OFF	OFF
innerslutti got u bitch	OFF	OFF
kiefferjason  sbsylvest u fuck trailer trash	OFF	OFF
nig immemi oneshadowlov yes black peopl live wisconsin lmao  da shit learnsomethingeveryday	OFF	OFF
nigga press pussi eeeeeen nothin	OFF	OFF
rt lamarxo man hoe familiar one minut team next minut aint ya	OFF	NOT
hard get bitch hood suck dick camerash swear everybodi know herand hate light	OFF	OFF
see hoe	OFF	NOT
seen dude wear black white outfit pyrex short shes get pussi tonight	OFF	OFF
pussi joke either get get	OFF	NOT
jacquebland weird see local yokel journalist get work enough take point side though thought imparti	NOT	NOT
 yall confus day  somebodi put hoe dress	OFF	NOT
liveitupjersey yeah seen tweet bitch amp block use itit fit	OFF	OFF
bad bitch bad bitch mean taco	OFF	OFF
drunkatchurch mzyummydread slide bad bitchdat bitch look good	OFF	OFF
hoe steadi come 	OFF	NOT
  coolin nig    uhhe  iceom laugh	OFF	NOT
rt rihannahasaid aight game dyke ruin 	OFF	OFF
jesuschrist straightgt that faggot kill period sonofgodgt	OFF	OFF
omggggg nigga said jerri  black bitch	OFF	OFF
settin trend your rappin wear shit everyon els wearin rappin mixtap trash yo	OFF	OFF
 yall tl need sleep yall got school  bitch got straight ion need go 	OFF	OFF
michigan big state hoe twitter instagram make smaller	OFF	NOT
 hoe tbh highest 	OFF	NOT
terrytgood  moor use give kid free lunch bronx kid glad see still good	NOT	NOT
rt    rather jack fuck hoe tbh  shit bore give wife  lmfao  littl like 	OFF	OFF
  last night well fun  got pussi didnt ya  unfortun lol	OFF	NOT
rt darksklndrak yall hoe instagram rate 	OFF	NOT
rt kuczaaak im get trash talk  year old wtf	NOT	NOT
murda mook	OFF	NOT
bitch hurri ineedmyeigth	OFF	OFF
ticket hoe 	OFF	NOT
unblock bitch	OFF	OFF
  nigger rt vonshayeb move made black ass must take nap	OFF	OFF
elchavaloko pinch panamono negro dan asco	NOT	NOT
rt chrisjustjok halloween everyday dyke	OFF	OFF
 saw girl scratch privat today  dont fuck right pussi	OFF	OFF
rt skyerey that make fat bitch sleep night 	OFF	OFF
rt nbcsport yanke p michael pineda eject game substanc found neck  	NOT	NOT
 dont realli anyon talk thing start go  aight hoe ass nigga	OFF	OFF
fuck yellow cloud	OFF	OFF
rt liftingprobz dollar everi time fuck ur bitch 	OFF	OFF
rt stevstiffl doesnt kill make bitch	OFF	OFF
rt anthonybiali well maryland bunch hate redneck anyway	OFF	OFF
rt  omg hahaha best thing watch today milan lucic crybabi bitch goon f f bruin 	OFF	OFF
rt  think zlatan even class way talk trash	NOT	OFF
jgabsss stacey dash   baddest bitch evaaaa	OFF	OFF
thejustinnn toddkincannon  hes pussi	OFF	NOT
lordfernandooo stfu nigguh ive read manga longest know	OFF	OFF
im salti bitch	OFF	OFF
anybodi rememb movi thumbelina didnt notic flamin bird	NOT	NOT
mlk march tryna find man bitch see u	OFF	OFF
pornandroidiphoneipadsexxxx  japanes  pretti young japanes  hot cunt fuck amp c  	OFF	OFF
happi columbus day glad wasnt usin weavetrip rope sail serious thogt shit would wiggergt	OFF	OFF
rt hiphopisdeaddd brother want put asshol persona get femalesthat happen let pussi control 	OFF	OFF
rt basedunicorn fat bitch act like couldnt follow back ive alway want fat bitch follow	OFF	OFF
operationsaf galtsgirl live attest trust muzzi nation million light year	NOT	NOT
  got natur mean face havin mean mug ion even knowin bitch shut fuck 	OFF	OFF
alittlewick that ghetto that sweet movi quot tri	NOT	NOT
taught us man bad bitch want baller starter hoopin hoe wanna guard us	OFF	OFF
bitch run trick pimp bare catch attent	OFF	OFF
ohsobless wale lmao whore life bad day better good day youv ever fuck day bitch haha	OFF	OFF
bust dat bitch face dont want son  icewearvezzo	OFF	OFF
 rt officiallyic guiltypleasur watch nigger fight youtubevineig	OFF	OFF
 realjameswood like call someon nigger theyr black act like nigger	OFF	OFF
anoth high point hungarian call cheat fuck cheat pussi well	OFF	OFF
kenobino ohh mr im tough caus live retard citi think hes cool peopl like shovel snow broke bum	OFF	NOT
mother natur hate yanke basebal	NOT	NOT
 nude trash gotta draw cloth back send em back 	OFF	OFF
real life hoe ig crazi	OFF	NOT
legoheeadd read voic like 	OFF	NOT
rt laleaa wcw babe undrgrundghost amp    love thse sexi bitch bestfriend  	OFF	OFF
shoutout main bitch amp side bitchess 	OFF	OFF
ya girl pussi trash fuck	OFF	OFF
rt asvholejay time hoe   	OFF	NOT
dat bitch thot	OFF	OFF
appar im pathet trash alright 	NOT	OFF
rt wbeezi rundrc simpl dont hoedont worri expos  fight	OFF	NOT
cant fuck bitch cant	OFF	OFF
hoe 	OFF	NOT
 life knock stand fuck say hit like littl 	OFF	OFF
nigga got lean pong know nigga outta hoe	OFF	OFF
whip homemad pickl egg home crippl made  	NOT	NOT
set hoe fire 	OFF	NOT
olevertybstard therealemandm  lay brother im honki	OFF	NOT
kiefferjason bitch realli dont fuck like fuck even talk 	OFF	OFF
rt drettab hate sidelin hoe yall got much courag 	OFF	NOT
rt dipsetkenn rt  rt paperchaysin love money fuc bitch wont stress  keep mouth close cuz 	OFF	OFF
u bad nigga realli play nice get pussi ass gone 	OFF	OFF
rt shreddybradi close slap bitch 	OFF	OFF
filthi cunt danabashcnn pretend obama threaten amnesti vast egregi boehner obamacar tcot	OFF	OFF
ill beat pussi hard	OFF	OFF
agreasymonkey huntermoor faggot	OFF	OFF
rt jaclyndeet well mayb your whore stupid ugli homeless bitch	OFF	OFF
rt saramariewelch cant mean someth someon hittin otha bitch	OFF	OFF
bitch im dead  rt  heaux gon put balloon corner amp take pic talkin bout 	OFF	OFF
rt killallsimp classic style tweet troll dyke tweet list etc crazi mani nigga tweet like 	OFF	OFF
rt notworldstar drop hoe one person yall dont end togeth 	OFF	NOT
rt funkydineva teenag got disrespect son bitch ever commend parent easi job	OFF	OFF
rt derrickjaxn feel like peopl want commit cut hoe relax start complac	OFF	NOT
yo mama bitch rt theacetjshow one sentenc end relationship	OFF	OFF
whos got baddest pussi planet	OFF	OFF
minus retard poor bot	OFF	OFF
rt thetypicalchick alway wear black caus  readi funer bitch	OFF	OFF
keyshawnswag peel peel bring back rewind back im move shaq line ooooow tf said trash	NOT	OFF
wow rt taynic big titti slander  u bitch rt alyricz stop bullshit  	OFF	OFF
rt josephtheflyguy bitch got real life hippo pet 	OFF	OFF
bitch alway trippin	OFF	OFF
 littl bitch rt fuckingcashbro rt thotcho team got blown super bowl	OFF	OFF
jihadi specif ask intern school saudi target realthreat 	NOT	NOT
ciscoallday hoe know  dude hit kim  hoe week	OFF	NOT
 yeah niggah play good lowkey want brazil win	OFF	OFF
rt souljaboy aint got time stupid bitch 	OFF	OFF
rt causewereguy realiz bae hoe 	OFF	NOT
either gun sandwich detail look realli fuzzi right dont trust polic depart mo	NOT	NOT
rt   hate hoe alreadi    shit crack	OFF	OFF
rt  kid say much parent pay everyth rt andreamichel pay everi bill cant complain 	NOT	NOT
rt ijustbechillinn dont bitch get mad stop tri lol	OFF	OFF
rt aiiamericangiri  may yank  amend guard drudg rest internet  wiunion	NOT	NOT
 bad breath aint cute even call bad bitch usual caus shitti  unk aint ever lie	OFF	OFF
rt  buy doubl stuf oreo boyfriend	NOT	NOT
final back behind stick visit bitch vbar stmarksplac eastvillag nyc richmahogani 	OFF	OFF
ashlingwild itsnotadam bore suppos cute faggot sometim	OFF	OFF
efethegoddess shirt trash  im leav room mess 	NOT	OFF
tajacasanova macyengweil your hoe fuck think your pregnant  parti togeth 	OFF	OFF
branninwgl describ new pussi like baltimor love thing bitch	OFF	OFF
mclaffytaffi yanke footbal funniest part latest video sincer pittsburgh	NOT	NOT
lunatictim omg mom christma hadnt hostess year wouldv slit throat	OFF	OFF
 kanni amp vonni tini ass  hate crissi start call us littl bodi bitch hawaii	OFF	OFF
bitch tweet take adderal everyday think hard nah	OFF	OFF
got new bitch got ass lookin ex like yeah know mad	OFF	OFF
betta ask round street bitch bout jay	OFF	OFF
classygirl bruh u pussi talk	OFF	NOT
lolaaisdop lmao fuck snake bitch  em	OFF	OFF
burn bitch 	OFF	OFF
rt laynesmithh your local pc cant love anybodi everybodi turn hoe springbreak	OFF	NOT
 fuck real retard holi fuck read tweet fucktard	OFF	OFF
girl wifey halloween sinc  hoe year	OFF	NOT
expos jihadi kidnap murder handbook plan infiltr british armi polic  via wordpressdotcom	NOT	NOT
guy id definit dress fuck right pussi guy	OFF	OFF
rt sportscent derek jeter get done jj hardi commit error slow grounder  run score yanke take  lead  	NOT	NOT
jemelehil  said ok u let ur man punch u ur pussi long make u cum	OFF	NOT
rt kattwilliam hate ghetto loud rude ugli bitch bitch alreadi ugli  fck gotta loud	OFF	OFF
rt cheyennewright  mean your faggot lol	OFF	OFF
top notch hoe get lesser	OFF	NOT
makesamproud  stfu hoe 	OFF	NOT
rt xanaxdream u know french inhal ur bad bitch	OFF	OFF
mam  doet haar rol net ze ongesteld wat ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit	NOT	NOT
jlogan know best bird move	NOT	NOT
 name someth  cav	NOT	NOT
ladi pop pussi like	OFF	NOT
yall hoe still surfboardn tub nah	OFF	NOT
 birthday  nobodi care bitch	OFF	OFF
 black bitch drive song come  smichellelo	OFF	OFF
charliedaniel come charli govern tri protect desert tortois atleast that barack obama say	NOT	NOT
rt ortizjaylen im loud outgo bitch lol	OFF	OFF
ballin buy ya bitch someth	OFF	OFF
rt teeeerene bitch b tweet everyth see b relav  realli sad 	OFF	OFF
in one see austin river play  bitch ass tonit	OFF	OFF
 nigga want pussi aint give lie  that cool	OFF	OFF
menoindirect bitch stop harass	OFF	OFF
bitch bitch	OFF	OFF
rt missbr shes hurt nigga crush fuck bottl girl hoe	OFF	OFF
gingerdemo shit like eggplant babi black big enough dat da women get dem piec	OFF	OFF
 voiceofdstreetz noll nigga im talm bout tt juic   ion hoe em	OFF	OFF
rt iamjamienicol k michell keyshia cole lol vianawf bitter hurt bitch music horizon	OFF	OFF
oomf got hoe	OFF	NOT
see tron side bitch	OFF	OFF
life aint nothin bitch money	OFF	OFF
rt erdikken fad doc marten enjoy anal sex girbaud poser wigger fake banger accountantsjnco 	OFF	OFF
rt bclaymoor dude girlfriend mom trash wed mope folk rock explainafilmplotbad	OFF	OFF
ima start friend zone hoe 	OFF	NOT
littlenamm nigga  without warm travel like bitch	OFF	OFF
amennn womenlovebrickz girlfriend doesnt like bitch dont talk bitch	OFF	OFF
rt modavi rt want expos bitch 	OFF	OFF
vega bitch 	OFF	OFF
rt ryderletsgetit  say girl got  bodi  younger  gang 	OFF	NOT
jhannahhh oh mean noah zimmerman cute ass  mean talk hoe day everyday  amp girl courtney  sooo	OFF	OFF
 open starburst candi get  yellow  lmao bruh	NOT	NOT
rt  go fight idf progress trash hate much dont gut 	NOT	OFF
rt    dont get start potato head lookin ass 	OFF	OFF
rt bignorton tweet like nigger	OFF	OFF
man arrest  open nip bottl vodka found car 	NOT	NOT
 world dont spank monkey monkey spank us	NOT	NOT
